,hour,time,Wind Day Ahead Forecast [in MW],Wind Intraday Forecast [in MW],PV Day Ahead Forecast [in MW],PV Intraday Forecast [in MW],Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh]
17054,16,2021-06-27 16:30:00,1817,2323,21762,21050,45.05,69.3944167741936,49.4718921241725,144.39
17055,16,2021-06-27 16:45:00,1866,2441,20401,19988,45.05,72.4666661680006,49.4718921241725,125.24
17056,17,2021-06-27 17:00:00,1913,2456,18961,18517,67.03,52.1582611451511,70.6329175228311,-37.64
17057,17,2021-06-27 17:15:00,1973,2582,17445,16691,67.03,59.7066584691054,70.6329175228311,144.91
17058,17,2021-06-27 17:30:00,2032,2697,15861,15255,67.03,81.3955407433056,70.6329175228311,133.89
17059,17,2021-06-27 17:45:00,2097,2829,14221,13911,67.03,93.9680253350326,70.6329175228311,135.84
17060,18,2021-06-27 18:00:00,2161,2997,12547,12116,80.55,55.9511629427793,83.1524414058327,110.19
17061,18,2021-06-27 18:15:00,2278,3277,10869,10224,80.55,70.9273267815966,83.1524414058327,126.26
17062,18,2021-06-27 18:30:00,2400,3439,9236,8883,80.55,94.487198997404,83.1524414058327,140.53
17063,18,2021-06-27 18:45:00,2521,3780,7677,7469,80.55,111.603237322648,83.1524414058327,137.9
17064,19,2021-06-27 19:00:00,2698,3871,6215,6087,90.85,78.7250889809849,96.8202408268734,106.25
17065,19,2021-06-27 19:15:00,2843,3959,4923,4881,90.85,93.9894658915433,96.8202408268734,130.65
17066,19,2021-06-27 19:30:00,3001,4055,3896,3913,90.85,102.200281183932,96.8202408268734,134.1
17067,19,2021-06-27 19:45:00,3112,3874,3143,3232,90.85,107.31959390599,96.8202408268734,138.27
17068,20,2021-06-27 20:00:00,3258,3828,2536,2566,95.0,107.806075739488,100.16050031679,161.42
17069,20,2021-06-27 20:15:00,3419,3936,1948,1952,95.0,105.52965199885,100.16050031679,149.44
17070,20,2021-06-27 20:30:00,3619,3973,1384,1309,95.0,113.334214911162,100.16050031679,162.41
17071,20,2021-06-27 20:45:00,3830,4097,890,811,95.0,109.833567672693,100.16050031679,162.84
17072,21,2021-06-27 21:00:00,4074,4272,479,371,93.68,107.873259433535,96.7952731833503,162.49
17073,21,2021-06-27 21:15:00,4311,4373,188,137,93.68,106.198596782058,96.7952731833503,165.49
17074,21,2021-06-27 21:30:00,4584,4352,48,35,93.68,105.41573612684,96.7952731833503,179.6
17075,21,2021-06-27 21:45:00,4864,4540,6,5,93.68,104.433457170074,96.7952731833503,159.04
17076,22,2021-06-27 22:00:00,5108,4607,0,0,92.91,111.441046378653,97.6262487113627,193.41
17077,22,2021-06-27 22:15:00,5222,4724,0,0,92.91,107.653494295759,97.6262487113627,163.9
17078,22,2021-06-27 22:30:00,5326,4766,0,0,92.91,108.477665426933,97.6262487113627,168.02
17079,22,2021-06-27 22:45:00,5398,4726,0,0,92.91,97.2888852459016,97.6262487113627,161.14
17080,23,2021-06-27 23:00:00,5473,4719,0,0,86.96,109.433132019798,92.2215710978778,199.76
17081,23,2021-06-27 23:15:00,5426,4697,0,0,86.96,107.773680751174,92.2215710978778,155.33
17082,23,2021-06-27 23:30:00,5388,4508,0,0,86.96,104.531462984724,92.2215710978778,138.48
17083,23,2021-06-27 23:45:00,5346,4226,0,0,86.96,88.7994859730114,92.2215710978778,113.89
17084,0,2021-06-28 00:00:00,6229,4212,0,0,81.2,101.718184658298,86.4528917750374,39.02
17085,0,2021-06-28 00:15:00,6189,4171,0,0,81.2,94.6396037185316,86.4528917750374,43.89
17086,0,2021-06-28 00:30:00,6160,4206,0,0,81.2,86.8012836875392,86.4528917750374,85.75
17087,0,2021-06-28 00:45:00,6129,4096,0,0,81.2,74.9824774168749,86.4528917750374,20.82
17088,1,2021-06-28 01:00:00,6103,4058,0,0,73.38,80.355761208117,76.2987290682696,20.53
17089,1,2021-06-28 01:15:00,6109,4075,0,0,73.38,78.8629480558931,76.2987290682696,119.76
17090,1,2021-06-28 01:30:00,6138,4082,0,0,73.38,75.9979391729168,76.2987290682696,46.92
17091,1,2021-06-28 01:45:00,6177,4135,0,0,73.38,70.9614722145424,76.2987290682696,-38.16
17092,2,2021-06-28 02:00:00,6218,4163,0,0,70.2,81.5787939229333,74.1836451593305,117.6
17093,2,2021-06-28 02:15:00,6257,4222,0,0,70.2,70.7084347243171,74.1836451593305,108.98
17094,2,2021-06-28 02:30:00,6282,4274,0,0,70.2,74.0129664666974,74.1836451593305,-35.75
17095,2,2021-06-28 02:45:00,6284,4235,0,0,70.2,75.159934326029,74.1836451593305,8.64
17096,3,2021-06-28 03:00:00,6293,4171,0,0,68.92,84.2493461582503,74.9615584604682,20.77
17097,3,2021-06-28 03:15:00,6305,4177,0,0,68.92,81.8490584685809,74.9615584604682,4.0
17098,3,2021-06-28 03:30:00,6318,4128,0,0,68.92,71.1833418367347,74.9615584604682,28.2
17099,3,2021-06-28 03:45:00,6330,4255,0,0,68.92,66.3661435913909,74.9615584604682,48.84
17100,4,2021-06-28 04:00:00,6330,4213,0,0,69.15,64.8216498288386,74.5476269522204,93.75
17101,4,2021-06-28 04:15:00,6281,4425,0,0,69.15,66.3692100192678,74.5476269522204,98.3
17102,4,2021-06-28 04:30:00,6217,4457,0,0,69.15,84.9422106848447,74.5476269522204,106.88
17103,4,2021-06-28 04:45:00,6143,4397,14,14,69.15,83.9011980968858,74.5476269522204,103.21
17104,5,2021-06-28 05:00:00,6070,4400,78,76,74.0,67.9161174916734,75.9072468985859,111.51
17105,5,2021-06-28 05:15:00,5939,4227,243,242,74.0,76.8522410038964,75.9072468985859,117.72
17106,5,2021-06-28 05:30:00,5812,4129,545,552,74.0,76.4034239802225,75.9072468985859,106.89
17107,5,2021-06-28 05:45:00,5676,4006,950,955,74.0,97.4640900881178,75.9072468985859,108.39
17108,6,2021-06-28 06:00:00,5557,3850,1445,1438,94.29,71.8627439643377,96.2929760154484,116.11
17109,6,2021-06-28 06:15:00,5379,3582,2055,2020,94.29,100.932733548949,96.2929760154484,142.76
17110,6,2021-06-28 06:30:00,5178,3345,2838,2569,94.29,113.152872684188,96.2929760154484,145.72
17111,6,2021-06-28 06:45:00,4981,3211,3844,3572,94.29,104.760938341351,96.2929760154484,145.92
17112,7,2021-06-28 07:00:00,4756,2892,5077,4836,103.18,109.392792584733,103.870739702829,156.62
17113,7,2021-06-28 07:15:00,4491,2693,6487,6301,103.18,111.082280543569,103.870739702829,157.01
17114,7,2021-06-28 07:30:00,4192,2448,8013,7776,103.18,110.725717127072,103.870739702829,155.07
17115,7,2021-06-28 07:45:00,3899,2270,9616,9377,103.18,104.620774576114,103.870739702829,152.75
17116,8,2021-06-28 08:00:00,3644,1951,11278,10937,98.49,142.323078065846,101.75875482692,189.85
17117,8,2021-06-28 08:15:00,3399,1704,12983,12514,98.49,108.884924327766,101.75875482692,157.6
17118,8,2021-06-28 08:30:00,3173,1554,14691,14307,98.49,98.5903326020528,101.75875482692,136.02
17119,8,2021-06-28 08:45:00,2966,1358,16360,15573,98.49,81.9021766365689,101.75875482692,114.02
17120,9,2021-06-28 09:00:00,2848,1321,17962,17134,94.24,118.418715022276,92.4820045720609,7.03
17121,9,2021-06-28 09:15:00,2736,1258,19476,19331,94.24,95.7870852576791,92.4820045720609,21.87
17122,9,2021-06-28 09:30:00,2721,1226,20893,20703,94.24,83.6395238606474,92.4820045720609,84.65
17123,9,2021-06-28 09:45:00,2702,1244,22198,22751,94.24,72.4595463204013,92.4820045720609,78.72
17124,10,2021-06-28 10:00:00,2698,1479,23405,24246,89.7,99.5588251312974,85.9662532013567,108.1
17125,10,2021-06-28 10:15:00,2795,1536,24466,25591,89.7,79.9063966915077,85.9662532013567,70.54
17126,10,2021-06-28 10:30:00,2920,1528,25391,26650,89.7,80.7414703685259,85.9662532013567,87.92
17127,10,2021-06-28 10:45:00,3043,1542,26225,27725,89.7,73.4977685436203,85.9662532013567,88.22
17128,11,2021-06-28 11:00:00,3167,1644,26959,28238,86.95,95.9361883062255,85.1497568784538,130.04
17129,11,2021-06-28 11:15:00,3288,1839,27578,28824,86.95,78.9355047330557,85.1497568784538,108.4
17130,11,2021-06-28 11:30:00,3409,1931,28129,29245,86.95,91.0291423113658,85.1497568784538,124.71
17131,11,2021-06-28 11:45:00,3517,2104,28614,29727,86.95,85.124168339936,85.1497568784538,125.74
17132,12,2021-06-28 12:00:00,3627,2266,29018,30054,86.74,90.4251974775971,87.9253522639546,118.36
17133,12,2021-06-28 12:15:00,3704,2425,29327,29812,86.74,95.4591114849365,87.9253522639546,135.74
17134,12,2021-06-28 12:30:00,3781,2579,29515,30030,86.74,91.9409552659387,87.9253522639546,124.9
17135,12,2021-06-28 12:45:00,3861,2643,29583,29992,86.74,87.7357286321249,87.9253522639546,128.84
17136,13,2021-06-28 13:00:00,3934,2702,29572,29695,78.47,94.3277785121539,87.0327245525965,125.4
17137,13,2021-06-28 13:15:00,4016,2683,29466,29344,78.47,94.985641461971,87.0327245525965,135.84
17138,13,2021-06-28 13:30:00,4087,2692,29260,29602,78.47,100.055628226185,87.0327245525965,155.43
17139,13,2021-06-28 13:45:00,4179,2742,28966,28688,78.47,96.2137270248435,87.0327245525965,147.71
17140,14,2021-06-28 14:00:00,4264,2815,28612,28028,76.4,85.5428989969213,87.2500181744001,107.34
17141,14,2021-06-28 14:15:00,4289,2921,28176,27817,76.4,98.7241206828106,87.2500181744001,121.43
17142,14,2021-06-28 14:30:00,4300,3020,27679,27140,76.4,99.4098224426138,87.2500181744001,145.76
17143,14,2021-06-28 14:45:00,4310,3133,27109,26432,76.4,101.773696592065,87.2500181744001,141.55
17144,15,2021-06-28 15:00:00,4152,3206,26473,26012,81.2,78.6890313367064,88.7041688337668,101.19
17145,15,2021-06-28 15:15:00,4183,3295,25724,25054,81.2,87.758613010975,88.7041688337668,95.98
17146,15,2021-06-28 15:30:00,4242,3338,24869,23954,81.2,95.7512441371016,88.7041688337668,110.66
17147,15,2021-06-28 15:45:00,4302,3432,23900,22954,81.2,101.838476298502,88.7041688337668,21.2
17148,16,2021-06-28 16:00:00,4361,3520,22836,21974,84.96,78.513676878791,93.9517799051431,95.19
17149,16,2021-06-28 16:15:00,4465,3613,21653,21020,84.96,95.3482137770297,93.9517799051431,24.07
17150,16,2021-06-28 16:30:00,4581,3774,20390,19748,84.96,90.0139485969826,93.9517799051431,127.31
17151,16,2021-06-28 16:45:00,4697,3942,19097,18602,84.96,103.129982040504,93.9517799051431,177.61
17152,17,2021-06-28 17:00:00,4819,4139,17741,17291,90.45,75.998722700936,104.993433753829,90.88
17153,17,2021-06-28 17:15:00,4945,4392,16308,16162,90.45,94.3052448774289,104.993433753829,124.85
17154,17,2021-06-28 17:30:00,5069,4578,14814,14441,90.45,107.177346307673,104.993433753829,1152.2
17155,17,2021-06-28 17:45:00,5191,4854,13279,12950,90.45,133.107657980456,104.993433753829,620.35
17156,18,2021-06-28 18:00:00,5308,4978,11722,11317,99.62,83.4567961592948,116.0186202955,134.74
17157,18,2021-06-28 18:15:00,5465,5247,10179,9498,99.62,106.362488753336,116.0186202955,148.15
17158,18,2021-06-28 18:30:00,5627,5302,8691,7998,99.62,129.121004708885,116.0186202955,789.86
17159,18,2021-06-28 18:45:00,5793,5498,7272,6831,99.62,246.961249387955,116.0186202955,2509.04
17160,19,2021-06-28 19:00:00,6057,5662,5929,5439,123.96,146.793754520167,154.281264345341,249.36
17161,19,2021-06-28 19:15:00,6215,5808,4743,4283,123.96,168.924765318078,154.281264345341,306.04
17162,19,2021-06-28 19:30:00,6288,6045,3794,3449,123.96,222.40776353371,154.281264345341,393.56
17163,19,2021-06-28 19:45:00,6403,6072,3068,2825,123.96,275.815542976478,154.281264345341,444.69
17164,20,2021-06-28 20:00:00,6585,6134,2455,2252,117.96,269.251065851261,154.356409308345,438.57
17165,20,2021-06-28 20:15:00,6900,6139,1869,1724,117.96,182.519629384514,154.356409308345,283.27
17166,20,2021-06-28 20:30:00,7253,6371,1312,1140,117.96,178.095504456666,154.356409308345,31.21
17167,20,2021-06-28 20:45:00,7654,6588,831,681,117.96,149.503656133907,154.356409308345,-5.86
17168,21,2021-06-28 21:00:00,8042,7223,440,361,98.98,155.056894505933,131.54401335132,67.18
17169,21,2021-06-28 21:15:00,8365,7706,173,141,98.98,128.864694385062,131.54401335132,28.52
17170,21,2021-06-28 21:30:00,8682,8138,44,39,98.98,108.192074435878,131.54401335132,29.45
17171,21,2021-06-28 21:45:00,8954,8451,5,4,98.98,99.7102343805154,131.54401335132,1.74
17172,22,2021-06-28 22:00:00,9193,8749,0,0,97.49,114.280497828103,104.91691431628,44.75
17173,22,2021-06-28 22:15:00,9351,9209,0,0,97.49,97.9190733734996,104.91691431628,38.02
17174,22,2021-06-28 22:30:00,9508,9698,0,0,97.49,90.549299472682,104.91691431628,66.8
17175,22,2021-06-28 22:45:00,9667,10103,0,0,97.49,78.5875815793191,104.91691431628,73.73
17176,23,2021-06-28 23:00:00,9826,10620,0,0,89.59,93.1321444752077,84.9433198392828,69.33
17177,23,2021-06-28 23:15:00,9668,10680,0,0,89.59,85.3126776995426,84.9433198392828,36.86
17178,23,2021-06-28 23:30:00,9507,10952,0,0,89.59,80.2431292719168,84.9433198392828,171.36
17179,23,2021-06-28 23:45:00,9350,10693,0,0,89.59,69.5307967814145,84.9433198392828,90.74
17180,0,2021-06-29 00:00:00,9974,10741,0,0,81.03,81.0643487708814,80.0033499877541,127.16
17181,0,2021-06-29 00:15:00,9902,10724,0,0,81.03,79.1044047027654,80.0033499877541,55.41
17182,0,2021-06-29 00:30:00,9844,10721,0,0,81.03,77.7843701477586,80.0033499877541,17.28
17183,0,2021-06-29 00:45:00,9776,10689,0,0,81.03,72.9913469778467,80.0033499877541,93.03
17184,1,2021-06-29 01:00:00,9720,10764,0,0,76.33,85.6968730964467,80.5404427472568,124.44
17185,1,2021-06-29 01:15:00,9614,10653,0,0,76.33,83.0336796451454,80.5404427472568,118.58
17186,1,2021-06-29 01:30:00,9500,10538,0,0,76.33,80.9150631406923,80.5404427472568,114.25
17187,1,2021-06-29 01:45:00,9399,10564,0,0,76.33,84.6438856720463,80.5404427472568,122.92
17188,2,2021-06-29 02:00:00,9296,10273,0,0,74.98,83.3404093313676,79.8164833442454,62.72
17189,2,2021-06-29 02:15:00,9178,10308,0,0,74.98,76.8690051771394,79.8164833442454,62.92
17190,2,2021-06-29 02:30:00,9040,9937,0,0,74.98,77.6797956553756,79.8164833442454,110.84
17191,2,2021-06-29 02:45:00,8888,9894,0,0,74.98,66.3645552884615,79.8164833442454,69.31
17192,3,2021-06-29 03:00:00,8907,9586,0,0,73.45,68.7004711440245,76.7309156874678,91.77
17193,3,2021-06-29 03:15:00,8801,9770,0,0,73.45,68.8138301265015,76.7309156874678,23.1
17194,3,2021-06-29 03:30:00,8703,9626,0,0,73.45,77.4214433348816,76.7309156874678,24.53
17195,3,2021-06-29 03:45:00,8613,9606,0,0,73.45,82.7343236179313,76.7309156874678,14.3
17196,4,2021-06-29 04:00:00,8545,9565,0,0,74.52,70.8463126402393,77.8750140598285,15.05
17197,4,2021-06-29 04:15:00,8502,9521,0,0,74.52,71.5594083470514,77.8750140598285,126.39
17198,4,2021-06-29 04:30:00,8503,9557,0,0,74.52,76.378605044862,77.8750140598285,104.42
17199,4,2021-06-29 04:45:00,8512,9303,11,10,74.52,83.781673545674,77.8750140598285,38.18
17200,5,2021-06-29 05:00:00,8515,9250,63,51,78.46,75.9545349145356,84.3601317811655,13.61
17201,5,2021-06-29 05:15:00,8361,8951,181,163,78.46,80.3670175315568,84.3601317811655,18.21
17202,5,2021-06-29 05:30:00,8201,8723,385,374,78.46,80.7856877059242,84.3601317811655,8.92
17203,5,2021-06-29 05:45:00,8011,8619,701,692,78.46,87.0629561832623,84.3601317811655,17.83
17204,6,2021-06-29 06:00:00,7847,8757,1085,1071,93.79,71.3751750438202,99.9133667754047,-78.85
17205,6,2021-06-29 06:15:00,7623,9213,1560,1557,93.79,75.887787364813,99.9133667754047,346.73
17206,6,2021-06-29 06:30:00,7399,9392,2143,1945,93.79,82.506736629667,99.9133667754047,150.78
17207,6,2021-06-29 06:45:00,7179,9252,2840,2661,93.79,100.524132985135,99.9133667754047,163.27
17208,7,2021-06-29 07:00:00,6786,9084,3599,3280,103.48,82.9854394913876,107.72655145326,98.9
17209,7,2021-06-29 07:15:00,6536,8688,4411,4040,103.48,92.8039759036145,107.72655145326,122.34
17210,7,2021-06-29 07:30:00,6283,8302,5273,4757,103.48,101.410048204555,107.72655145326,144.76
17211,7,2021-06-29 07:45:00,6045,7328,6177,5445,103.48,116.921114984828,107.72655145326,179.55
17212,8,2021-06-29 08:00:00,5871,6730,7087,6410,111.03,140.830370262107,119.673641479583,190.85
17213,8,2021-06-29 08:15:00,5728,6155,7991,7365,111.03,131.858666051661,119.673641479583,182.72
17214,8,2021-06-29 08:30:00,5529,5830,8925,7906,111.03,119.32653316563,119.673641479583,183.77
17215,8,2021-06-29 08:45:00,5386,5709,9867,9024,111.03,110.340632714393,119.673641479583,159.64
17216,9,2021-06-29 09:00:00,5288,5258,10806,10031,104.04,139.043435319377,116.692750747986,169.77
17217,9,2021-06-29 09:15:00,5195,5130,11752,11082,104.04,135.106084422744,116.692750747986,42.65
17218,9,2021-06-29 09:30:00,5143,4860,12683,12597,104.04,112.691565419134,116.692750747986,52.8
17219,9,2021-06-29 09:45:00,5089,4760,13579,13728,104.04,98.1206462486757,116.692750747986,54.5
17220,10,2021-06-29 10:00:00,5046,4315,14457,14771,99.14,130.910744419773,105.501198131223,51.71
17221,10,2021-06-29 10:15:00,4972,4355,15335,15845,99.14,101.420709274673,105.501198131223,46.79
17222,10,2021-06-29 10:30:00,5102,4256,16196,16798,99.14,91.3795796906523,105.501198131223,11.65
17223,10,2021-06-29 10:45:00,5005,4293,17028,17672,99.14,81.8561658182884,105.501198131223,4.55
17224,11,2021-06-29 11:00:00,5061,4376,17836,20151,97.62,102.44501353491,98.191123807705,44.59
17225,11,2021-06-29 11:15:00,4947,4402,18614,21281,97.62,86.5693399682835,98.191123807705,-14.81
17226,11,2021-06-29 11:30:00,4834,4556,19268,22183,97.62,80.1797393767705,98.191123807705,124.27
17227,11,2021-06-29 11:45:00,4737,4625,19791,23162,97.62,79.8100614792045,98.191123807705,120.3
17228,12,2021-06-29 12:00:00,4633,4568,20263,23254,95.25,99.1182694902329,91.4558145725904,117.39
17229,12,2021-06-29 12:15:00,4646,4553,20665,23786,95.25,86.0158237958007,91.4558145725904,108.87
17230,12,2021-06-29 12:30:00,4663,4594,20904,23620,95.25,81.7435556344457,91.4558145725904,126.74
17231,12,2021-06-29 12:45:00,4680,4544,20997,23742,95.25,83.6806767608359,91.4558145725904,101.94
17232,13,2021-06-29 13:00:00,4700,4617,21039,23590,92.98,94.4025023248605,90.0330025151247,121.47
17233,13,2021-06-29 13:15:00,4758,4880,21000,23244,92.98,92.0301195899772,90.0330025151247,138.74
17234,13,2021-06-29 13:30:00,4847,4907,20832,23371,92.98,85.7330406899602,90.0330025151247,124.02
17235,13,2021-06-29 13:45:00,4959,5083,20557,23065,92.98,87.2121776361645,90.0330025151247,133.0
17236,14,2021-06-29 14:00:00,5105,5262,20228,23221,90.02,79.4067742538476,88.2932699120698,158.47
17237,14,2021-06-29 14:15:00,5270,5559,19840,22682,90.02,85.2306722251172,88.2932699120698,186.0
17238,14,2021-06-29 14:30:00,5418,5839,19381,22322,90.02,86.9363309198176,88.2932699120698,191.66
17239,14,2021-06-29 14:45:00,5538,5852,18861,21126,90.02,95.2864695781315,88.2932699120698,151.24
17240,15,2021-06-29 15:00:00,5687,5845,18295,20267,88.39,77.2559522416819,89.4669917615574,142.6
17241,15,2021-06-29 15:15:00,5825,5775,17667,19365,88.39,96.3449936692834,89.4669917615574,175.29
17242,15,2021-06-29 15:30:00,5988,6123,16921,17589,88.39,111.368236508714,89.4669917615574,251.29
17243,15,2021-06-29 15:45:00,6148,6322,16080,15787,88.39,118.418939225435,89.4669917615574,222.72
17244,16,2021-06-29 16:00:00,6305,6424,15218,14948,89.0,82.7600224249529,93.8673546233276,252.02
17245,16,2021-06-29 16:15:00,6484,6662,14346,13643,89.0,93.0865513513514,93.8673546233276,174.58
17246,16,2021-06-29 16:30:00,6664,7149,13469,12456,89.0,98.4922602450359,93.8673546233276,916.75
17247,16,2021-06-29 16:45:00,6837,7652,12570,11554,89.0,126.358942282351,93.8673546233276,891.0
17248,17,2021-06-29 17:00:00,7017,7883,11646,9989,97.64,123.069002070393,136.424732444953,759.15
17249,17,2021-06-29 17:15:00,7134,8721,10719,8927,97.64,133.883583181582,136.424732444953,1091.18
17250,17,2021-06-29 17:30:00,7241,9167,9815,8099,97.64,159.815084813464,136.424732444953,939.56
17251,17,2021-06-29 17:45:00,7372,8995,8925,7290,97.64,283.274714847743,136.424732444953,822.7
17252,18,2021-06-29 18:00:00,7492,9200,8023,6657,100.04,148.225780818677,163.59805196412,300.02
17253,18,2021-06-29 18:15:00,7506,8829,7123,5807,100.04,162.311462108934,163.59805196412,50.21
17254,18,2021-06-29 18:30:00,7528,9108,6258,5182,100.04,170.576230060478,163.59805196412,67.92
17255,18,2021-06-29 18:45:00,7532,8402,5421,4551,100.04,201.660720274775,163.59805196412,280.4
17256,19,2021-06-29 19:00:00,7571,8235,4589,4053,103.4,164.516511826731,195.31054337928,53.81
17257,19,2021-06-29 19:15:00,7540,7688,3801,3477,103.4,166.592097226114,195.31054337928,37.77
17258,19,2021-06-29 19:30:00,7528,7487,3114,2763,103.4,177.930784032353,195.31054337928,10.88
17259,19,2021-06-29 19:45:00,7459,7319,2526,2294,103.4,193.726426564496,195.31054337928,11.51
17260,20,2021-06-29 20:00:00,7415,6825,1984,1824,99.06,110.475135822377,161.196558350487,-159.96
17261,20,2021-06-29 20:15:00,7410,7413,1469,1349,99.06,130.114104951639,161.196558350487,25.94
17262,20,2021-06-29 20:30:00,7180,7279,1006,927,99.06,120.734665839778,161.196558350487,25.94
17263,20,2021-06-29 20:45:00,7205,7300,623,567,99.06,110.669683955512,161.196558350487,24.61
17264,21,2021-06-29 21:00:00,7277,7360,326,296,96.33,135.731501517213,149.176343398911,90.35
17265,21,2021-06-29 21:15:00,7295,7401,122,113,96.33,135.903647815317,149.176343398911,57.97
17266,21,2021-06-29 21:30:00,7343,7683,27,26,96.33,128.895290853425,149.176343398911,55.77
17267,21,2021-06-29 21:45:00,7403,7746,2,2,96.33,123.10596601897,149.176343398911,119.01
17268,22,2021-06-29 22:00:00,7453,7562,0,0,94.97,127.147709842618,116.178081245139,128.02
17269,22,2021-06-29 22:15:00,7489,7556,0,0,94.97,115.479681760425,116.178081245139,108.32
17270,22,2021-06-29 22:30:00,7528,7503,0,0,94.97,100.836689829438,116.178081245139,101.67
17271,22,2021-06-29 22:45:00,7548,7499,0,0,94.97,94.5373389696169,116.178081245139,116.08
17272,23,2021-06-29 23:00:00,7567,7497,0,0,84.59,103.167767840957,94.2932751398694,105.53
17273,23,2021-06-29 23:15:00,7595,7694,0,0,84.59,101.10964327349,94.2932751398694,-25.25
17274,23,2021-06-29 23:30:00,7626,7774,0,0,84.59,89.5494914504717,94.2932751398694,99.37
17275,23,2021-06-29 23:45:00,7655,7614,0,0,84.59,75.8661118335501,94.2932751398694,97.53
17276,0,2021-06-30 00:00:00,7223,7390,0,0,80.82,86.0857849462366,80.4212393411366,103.15
17277,0,2021-06-30 00:15:00,7215,7446,0,0,80.82,84.1355636867089,80.4212393411366,105.26
17278,0,2021-06-30 00:30:00,7202,7381,0,0,80.82,83.9001044585987,80.4212393411366,89.05
17279,0,2021-06-30 00:45:00,7377,7445,0,0,80.82,69.9585419893596,80.4212393411366,90.41
17280,1,2021-06-30 01:00:00,7358,7355,0,0,79.02,84.7607643089809,78.1380935790014,112.73
17281,1,2021-06-30 01:15:00,7336,7282,0,0,79.02,78.2785309503051,78.1380935790014,117.51
17282,1,2021-06-30 01:30:00,7320,7147,0,0,79.02,78.9381423728814,78.1380935790014,111.92
17283,1,2021-06-30 01:45:00,7317,7346,0,0,79.02,75.3279236570725,78.1380935790014,103.94
17284,2,2021-06-30 02:00:00,7318,7061,0,0,75.63,84.1086093307497,75.6826933864109,119.92
17285,2,2021-06-30 02:15:00,7332,7020,0,0,75.63,72.4319202759678,75.6826933864109,102.62
17286,2,2021-06-30 02:30:00,7351,6957,0,0,75.63,82.6616556904713,75.6826933864109,117.96
17287,2,2021-06-30 02:45:00,7366,6852,0,0,75.63,85.5294279033515,75.6826933864109,128.71
17288,3,2021-06-30 03:00:00,7398,6756,0,0,74.13,90.0417180394139,77.5578287434052,26.17
17289,3,2021-06-30 03:15:00,7480,6815,0,0,74.13,80.3651329763093,77.5578287434052,42.33
17290,3,2021-06-30 03:30:00,7577,6937,0,0,74.13,81.757417212832,77.5578287434052,135.6
17291,3,2021-06-30 03:45:00,7684,7184,0,0,74.13,79.1724893767705,77.5578287434052,-32.15
17292,4,2021-06-30 04:00:00,7791,7397,0,0,74.03,73.6204927087936,75.6671252876037,26.41
17293,4,2021-06-30 04:15:00,7882,7596,0,0,74.03,71.0178112474189,75.6671252876037,24.54
17294,4,2021-06-30 04:30:00,7966,7588,0,0,74.03,73.7298448721632,75.6671252876037,24.54
17295,4,2021-06-30 04:45:00,8050,8037,5,6,74.03,66.2444188515887,75.6671252876037,32.64
17296,5,2021-06-30 05:00:00,8132,8242,35,35,78.03,70.7739624096386,79.09922027896,34.98
17297,5,2021-06-30 05:15:00,8161,8592,112,117,78.03,75.6323827984133,79.09922027896,113.05
17298,5,2021-06-30 05:30:00,8185,8580,253,265,78.03,72.9037100949094,79.09922027896,21.38
17299,5,2021-06-30 05:45:00,8203,8720,497,504,78.03,87.350307415961,79.09922027896,28.08
17300,6,2021-06-30 06:00:00,8253,8680,814,803,95.86,75.1252662819456,93.8231413724491,164.39
17301,6,2021-06-30 06:15:00,8213,8686,1214,1191,95.86,78.9563799783047,93.8231413724491,41.56
17302,6,2021-06-30 06:30:00,8174,8781,1660,1507,95.86,92.2885265044222,93.8231413724491,-17.03
17303,6,2021-06-30 06:45:00,8140,8926,2216,1969,95.86,110.168905295316,93.8231413724491,177.94
17304,7,2021-06-30 07:00:00,8106,8787,2832,2554,102.15,96.582159599684,113.000376022816,166.5
17305,7,2021-06-30 07:15:00,8074,8684,3472,3042,102.15,109.927756948933,113.000376022816,129.57
17306,7,2021-06-30 07:30:00,8044,8513,4125,3665,102.15,117.090107732653,113.000376022816,161.66
17307,7,2021-06-30 07:45:00,8076,8123,4806,4355,102.15,123.968712284815,113.000376022816,48.73
17308,8,2021-06-30 08:00:00,8098,7936,5482,5097,108.0,137.439281912647,126.348512754381,46.93
17309,8,2021-06-30 08:15:00,8058,7718,6176,5726,108.0,130.777042059748,126.348512754381,154.57
17310,8,2021-06-30 08:30:00,7993,7875,6856,6366,108.0,116.640188602882,126.348512754381,132.5
17311,8,2021-06-30 08:45:00,7914,7781,7568,7082,108.0,116.866861629936,126.348512754381,118.52
17312,9,2021-06-30 09:00:00,7831,7810,8271,8010,106.37,126.589908062982,118.501381191826,123.34
17313,9,2021-06-30 09:15:00,7741,7972,8980,8692,106.37,113.924006645351,118.501381191826,132.39
17314,9,2021-06-30 09:30:00,7643,7966,9705,9687,106.37,109.187588083329,118.501381191826,126.46
17315,9,2021-06-30 09:45:00,7545,7899,10421,10669,106.37,103.201523381935,118.501381191826,120.17
17316,10,2021-06-30 10:00:00,7465,7826,11066,11389,107.56,136.762849980717,122.708470749305,175.09
17317,10,2021-06-30 10:15:00,7461,7846,11742,11815,107.56,122.849080944925,122.708470749305,26.61
