,hour,time,Wind Day Ahead Forecast [in MW],Wind Intraday Forecast [in MW],PV Day Ahead Forecast [in MW],PV Intraday Forecast [in MW],Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh]
0,0,2021-01-01 00:00:00,4433,4709,0,0,50.87,44.4098939299403,48.682293582902,13.33
1,0,2021-01-01 00:15:00,4286,4507,0,0,50.87,52.1391422972566,48.682293582902,-0.92
2,0,2021-01-01 00:30:00,4142,4307,0,0,50.87,50.160255077173,48.682293582902,60.26
3,0,2021-01-01 00:45:00,3991,4181,0,0,50.87,41.3420818657782,48.682293582902,-12.05
4,1,2021-01-01 01:00:00,3847,4094,0,0,48.19,64.4240130449708,46.1658193244654,96.09
5,1,2021-01-01 01:15:00,3728,3939,0,0,48.19,52.2323195962994,46.1658193244654,94.62
6,1,2021-01-01 01:30:00,3612,3705,0,0,48.19,45.7976203353164,46.1658193244654,92.21
7,1,2021-01-01 01:45:00,3508,3626,0,0,48.19,45.7056813391197,46.1658193244654,27.64
8,2,2021-01-01 02:00:00,3410,3585,0,0,44.68,65.5297033374537,53.7302632305764,13.71
9,2,2021-01-01 02:15:00,3303,3483,0,0,44.68,60.8963068545804,53.7302632305764,11.99
10,2,2021-01-01 02:30:00,3217,3361,0,0,44.68,55.7143652720263,53.7302632305764,4.31
11,2,2021-01-01 02:45:00,3137,3255,0,0,44.68,53.1382474367738,53.7302632305764,-3.01
12,3,2021-01-01 03:00:00,3056,3222,0,0,42.92,45.4436696684404,45.1713080555683,2.22
13,3,2021-01-01 03:15:00,3005,3173,0,0,42.92,40.1482328441095,45.1713080555683,4.63
14,3,2021-01-01 03:30:00,2954,3115,0,0,42.92,42.0119827740894,45.1713080555683,3.11
15,3,2021-01-01 03:45:00,2906,3028,0,0,42.92,43.6409979342126,45.1713080555683,1.01
16,4,2021-01-01 04:00:00,2858,2956,0,0,40.39,32.4775905451773,41.2140726097776,57.94
17,4,2021-01-01 04:15:00,2799,2840,0,0,40.39,40.3803534086156,41.2140726097776,50.74
18,4,2021-01-01 04:30:00,2741,2741,0,0,40.39,42.2221947133284,41.2140726097776,-16.54
19,4,2021-01-01 04:45:00,2682,2649,0,0,40.39,45.2724932815766,41.2140726097776,-43.0
20,5,2021-01-01 05:00:00,2623,2621,0,0,40.2,43.5769382078283,42.2232562928604,94.02
21,5,2021-01-01 05:15:00,2575,2588,0,0,40.2,42.0134245849523,42.2232562928604,-4.98
22,5,2021-01-01 05:30:00,2532,2638,0,0,40.2,44.1106360424028,42.2232562928604,23.62
23,5,2021-01-01 05:45:00,2485,2645,0,0,40.2,36.9826410912191,42.2232562928604,109.17
24,6,2021-01-01 06:00:00,2449,2533,0,0,39.63,34.2523947203017,42.3084448307481,44.42
25,6,2021-01-01 06:15:00,2420,2553,0,0,39.63,37.0612551079977,42.3084448307481,53.89
26,6,2021-01-01 06:30:00,2399,2477,0,0,39.63,43.3590651377608,42.3084448307481,109.17
27,6,2021-01-01 06:45:00,2383,2420,0,0,39.63,50.2857844146928,42.3084448307481,83.65
28,7,2021-01-01 07:00:00,2373,2377,0,0,40.09,30.3320501207729,43.1509875230552,62.65
29,7,2021-01-01 07:15:00,2376,2401,0,0,40.09,41.8454965911185,43.1509875230552,17.78
30,7,2021-01-01 07:30:00,2379,2365,0,0,40.09,48.7388182665424,43.1509875230552,24.77
31,7,2021-01-01 07:45:00,2388,2230,0,0,40.09,54.3254563917409,43.1509875230552,32.96
32,8,2021-01-01 08:00:00,2398,2158,5,6,41.27,43.9630022609819,46.8437493617021,13.25
33,8,2021-01-01 08:15:00,2417,2250,52,55,41.27,41.8825604104601,46.8437493617021,2.36
34,8,2021-01-01 08:30:00,2442,2291,185,183,41.27,44.6803742146954,46.8437493617021,0.46
35,8,2021-01-01 08:45:00,2460,2317,422,409,41.27,61.1319193927345,46.8437493617021,-11.59
36,9,2021-01-01 09:00:00,2477,2340,741,709,44.88,44.9502830188679,49.566984629799,-48.59
37,9,2021-01-01 09:15:00,2508,2397,1088,1066,44.88,48.7700961703589,49.566984629799,13.18
38,9,2021-01-01 09:30:00,2539,2372,1458,1473,44.88,49.3117761700871,49.566984629799,13.33
39,9,2021-01-01 09:45:00,2570,2392,1835,1931,44.88,52.9232099602752,49.566984629799,14.63
40,10,2021-01-01 10:00:00,2600,2389,2204,2337,45.0,44.33345901878,48.4457436810253,-3.35
41,10,2021-01-01 10:15:00,2575,2390,2550,2691,45.0,49.0441883591693,48.4457436810253,2.64
42,10,2021-01-01 10:30:00,2551,2357,2873,3104,45.0,40.9314736974578,48.4457436810253,31.01
43,10,2021-01-01 10:45:00,2528,2397,3174,3394,45.0,49.6572346983708,48.4457436810253,14.32
44,11,2021-01-01 11:00:00,2502,2396,3447,3805,47.2,44.7652209896108,48.1264440051087,32.53
45,11,2021-01-01 11:15:00,2506,2301,3678,4173,47.2,51.0791390502221,48.1264440051087,36.44
46,11,2021-01-01 11:30:00,2535,2297,3854,4345,47.2,47.5296865469332,48.1264440051087,36.18
47,11,2021-01-01 11:45:00,2562,2320,3981,4548,47.2,44.6132542603954,48.1264440051087,24.72
48,12,2021-01-01 12:00:00,2602,2389,4071,4648,50.78,58.7298935037274,52.0236229914462,73.2
49,12,2021-01-01 12:15:00,2647,2314,4117,4911,50.78,57.5396241979835,52.0236229914462,72.8
50,12,2021-01-01 12:30:00,2726,2310,4100,4809,50.78,58.1599104301709,52.0236229914462,77.98
51,12,2021-01-01 12:45:00,2847,2380,4022,4856,50.78,54.9166959990614,52.0236229914462,70.3
52,13,2021-01-01 13:00:00,2968,2281,3905,4929,45.49,56.7131586940015,48.9420847569635,5.33
53,13,2021-01-01 13:15:00,3066,2333,3750,4642,45.49,51.071474346748,48.9420847569635,62.78
54,13,2021-01-01 13:30:00,3147,2223,3547,4319,45.49,49.2538347085081,48.9420847569635,59.62
55,13,2021-01-01 13:45:00,3224,2314,3301,3916,45.49,42.6659408057619,48.9420847569635,56.98
56,14,2021-01-01 14:00:00,3297,2234,3018,3551,44.73,49.3142107379851,49.0837619392078,57.5
57,14,2021-01-01 14:15:00,3351,2201,2692,3114,44.73,45.7125730994152,49.0837619392078,66.12
58,14,2021-01-01 14:30:00,3408,2310,2328,2644,44.73,53.7559989621173,49.0837619392078,72.57
59,14,2021-01-01 14:45:00,3463,2396,1935,2200,44.73,57.4705937880633,49.0837619392078,69.71
60,15,2021-01-01 15:00:00,3512,2549,1525,1669,46.59,47.5617849400202,50.7892130836048,54.92
61,15,2021-01-01 15:15:00,3624,2449,1124,1153,46.59,50.1627884180365,50.7892130836048,67.35
62,15,2021-01-01 15:30:00,3733,2392,736,741,46.59,54.8743361024105,50.7892130836048,74.88
63,15,2021-01-01 15:45:00,3836,2426,397,385,46.59,59.1713082309956,50.7892130836048,75.22
64,16,2021-01-01 16:00:00,3946,2612,161,154,52.99,52.9480888586134,55.8532124648203,98.21
65,16,2021-01-01 16:15:00,4092,2800,39,35,52.99,62.2277996607614,55.8532124648203,74.36
66,16,2021-01-01 16:30:00,4236,3033,3,3,52.99,63.8956475520287,55.8532124648203,129.55
67,16,2021-01-01 16:45:00,4372,3260,0,0,52.99,67.1569623641523,55.8532124648203,32.09
68,17,2021-01-01 17:00:00,4499,3418,0,0,60.26,59.4110946415282,62.9962416640203,19.18
69,17,2021-01-01 17:15:00,4608,3586,0,0,60.26,61.3959964759343,62.9962416640203,31.8
70,17,2021-01-01 17:30:00,4694,3785,0,0,60.26,62.3483984212713,62.9962416640203,29.34
71,17,2021-01-01 17:45:00,4781,3865,0,0,60.26,61.5139389856607,62.9962416640203,27.46
72,18,2021-01-01 18:00:00,4859,3998,0,0,60.61,62.4333710125491,62.1450935918015,76.07
73,18,2021-01-01 18:15:00,4928,4065,0,0,60.61,61.3311257102273,62.1450935918015,69.57
74,18,2021-01-01 18:30:00,4971,4190,0,0,60.61,63.3073324430348,62.1450935918015,-30.3
75,18,2021-01-01 18:45:00,4988,4301,0,0,60.61,60.7292343020033,62.1450935918015,45.19
76,19,2021-01-01 19:00:00,4983,4470,0,0,60.36,71.1638423115346,62.9694221443104,11.64
77,19,2021-01-01 19:15:00,4979,4608,0,0,60.36,64.9492266294598,62.9694221443104,14.86
78,19,2021-01-01 19:30:00,4984,4679,0,0,60.36,59.6320590253946,62.9694221443104,14.47
79,19,2021-01-01 19:45:00,4998,4670,0,0,60.36,55.5338643923845,62.9694221443104,14.75
80,20,2021-01-01 20:00:00,5016,4677,0,0,57.4,65.5736930742402,59.7813802457106,1.72
81,20,2021-01-01 20:15:00,5035,4881,0,0,57.4,60.5769996136012,59.7813802457106,-2.05
82,20,2021-01-01 20:30:00,5058,5061,0,0,57.4,52.9599325921387,59.7813802457106,78.71
83,20,2021-01-01 20:45:00,5087,5083,0,0,57.4,49.658464617476,59.7813802457106,52.01
84,21,2021-01-01 21:00:00,5117,4936,0,0,53.86,61.2278272980501,54.1006559492207,93.8
85,21,2021-01-01 21:15:00,5166,4877,0,0,53.86,56.881995015294,54.1006559492207,71.75
86,21,2021-01-01 21:30:00,5216,4989,0,0,53.86,51.1856707001758,54.1006559492207,62.81
87,21,2021-01-01 21:45:00,5241,5041,0,0,53.86,45.906450492183,54.1006559492207,1.55
88,22,2021-01-01 22:00:00,5217,5167,0,0,53.45,85.5428943460879,58.4648475218481,10.05
89,22,2021-01-01 22:15:00,5176,5300,0,0,53.45,68.0895641838352,58.4648475218481,-4.4
90,22,2021-01-01 22:30:00,5133,5396,0,0,53.45,51.2399639896156,58.4648475218481,4.85
91,22,2021-01-01 22:45:00,5098,5532,0,0,53.45,38.4562914408168,58.4648475218481,7.38
92,23,2021-01-01 23:00:00,5062,5610,0,0,49.72,57.4126557863502,49.3819096777863,14.49
93,23,2021-01-01 23:15:00,5020,5634,0,0,49.72,52.7393894760513,49.3819096777863,10.63
94,23,2021-01-01 23:30:00,4966,5691,0,0,49.72,39.1005563557796,49.3819096777863,14.49
95,23,2021-01-01 23:45:00,4912,5547,0,0,49.72,27.3229984856133,49.3819096777863,23.63
96,0,2021-01-02 00:00:00,4603,5282,0,0,46.69,61.9887392694832,43.0943567575292,-26.33
97,0,2021-01-02 00:15:00,4594,5147,0,0,46.69,43.1735577095674,43.0943567575292,-9.87
98,0,2021-01-02 00:30:00,4575,5132,0,0,46.69,41.5177697067528,43.0943567575292,-5.6
99,0,2021-01-02 00:45:00,4536,5043,0,0,46.69,31.0587908396947,43.0943567575292,4.34
100,1,2021-01-02 01:00:00,4479,4937,0,0,42.43,45.8396534954407,42.5627807723355,-4.87
101,1,2021-01-02 01:15:00,4410,4829,0,0,42.43,46.7557397959184,42.5627807723355,-17.14
102,1,2021-01-02 01:30:00,4341,4771,0,0,42.43,42.3658019411087,42.5627807723355,-0.85
103,1,2021-01-02 01:45:00,4275,4750,0,0,42.43,33.6634984098137,42.5627807723355,-36.8
104,2,2021-01-02 02:00:00,4205,4675,0,0,41.09,39.165303442029,37.4932826143167,9.51
105,2,2021-01-02 02:15:00,4126,4756,0,0,41.09,24.3834670967742,37.4932826143167,-4.8
106,2,2021-01-02 02:30:00,4038,4654,0,0,41.09,22.3470851393189,37.4932826143167,2.2
107,2,2021-01-02 02:45:00,3952,4603,0,0,41.09,20.0338192806604,37.4932826143167,-2.91
108,3,2021-01-02 03:00:00,3867,4601,0,0,40.0,30.2146770857274,36.5572164774762,19.54
109,3,2021-01-02 03:15:00,3812,4582,0,0,40.0,30.5733469852105,36.5572164774762,11.56
110,3,2021-01-02 03:30:00,3758,4398,0,0,40.0,36.0736189591078,36.5572164774762,5.38
111,3,2021-01-02 03:45:00,3709,4338,0,0,40.0,35.0437723049698,36.5572164774762,4.52
112,4,2021-01-02 04:00:00,3661,4297,0,0,37.55,33.7200346462436,35.2724513873716,-13.41
113,4,2021-01-02 04:15:00,3597,4282,0,0,37.55,38.5778861921942,35.2724513873716,-23.47
114,4,2021-01-02 04:30:00,3536,4213,0,0,37.55,31.1555343796712,35.2724513873716,-8.72
115,4,2021-01-02 04:45:00,3464,4156,0,0,37.55,23.4485904,35.2724513873716,-7.19
116,5,2021-01-02 05:00:00,3393,4196,0,0,39.0,40.7234889687019,39.9843817891723,51.03
117,5,2021-01-02 05:15:00,3340,4146,0,0,39.0,41.4689651604001,39.9843817891723,46.32
118,5,2021-01-02 05:30:00,3292,4036,0,0,39.0,41.1439872706851,39.9843817891723,12.02
119,5,2021-01-02 05:45:00,3246,3941,0,0,39.0,43.8364826229508,39.9843817891723,17.01
120,6,2021-01-02 06:00:00,3214,3834,0,0,42.09,46.1976880155264,42.266835892588,-19.63
121,6,2021-01-02 06:15:00,3169,3788,0,0,42.09,42.6551260863371,42.266835892588,-11.2
122,6,2021-01-02 06:30:00,3129,3723,0,0,42.09,39.6563574329813,42.266835892588,-8.08
123,6,2021-01-02 06:45:00,3092,3662,0,0,42.09,41.6100613079019,42.266835892588,-14.3
124,7,2021-01-02 07:00:00,3045,3706,0,0,44.96,39.7632341934213,46.1428923594089,-31.92
125,7,2021-01-02 07:15:00,2989,3671,0,0,44.96,46.2350773543765,46.1428923594089,-42.8
126,7,2021-01-02 07:30:00,2928,3620,0,0,44.96,44.3932241788682,46.1428923594089,-40.53
127,7,2021-01-02 07:45:00,2868,3563,0,0,44.96,45.3190406527972,46.1428923594089,-30.81
128,8,2021-01-02 08:00:00,2807,3473,4,4,48.45,38.2003166192815,43.8702118091108,-16.24
129,8,2021-01-02 08:15:00,2744,3333,46,46,48.45,41.7586870093695,43.8702118091108,-34.89
130,8,2021-01-02 08:30:00,2684,3281,185,187,48.45,39.2165222335949,43.8702118091108,-21.06
131,8,2021-01-02 08:45:00,2628,3124,454,431,48.45,37.6304865341456,43.8702118091108,-41.41
132,9,2021-01-02 09:00:00,2571,3053,830,674,52.0,36.1095874012087,49.0763289530478,14.63
133,9,2021-01-02 09:15:00,2485,2925,1244,928,52.0,43.5148390804598,49.0763289530478,14.63
134,9,2021-01-02 09:30:00,2398,2848,1667,1244,52.0,51.8801108386464,49.0763289530478,-134.71
135,9,2021-01-02 09:45:00,2304,2694,2087,1425,52.0,57.422956507165,49.0763289530478,24.18
136,10,2021-01-02 10:00:00,2207,2575,2492,1732,52.0,49.1477307519135,51.2170886747138,27.01
137,10,2021-01-02 10:15:00,2082,2408,2871,2050,52.0,58.6609708229753,51.2170886747138,14.52
138,10,2021-01-02 10:30:00,1959,2160,3220,2446,52.0,57.1505639290475,51.2170886747138,25.13
139,10,2021-01-02 10:45:00,1837,2008,3539,2633,52.0,59.9022779086199,51.2170886747138,26.69
140,11,2021-01-02 11:00:00,1712,1788,3823,2999,52.15,45.5973957062698,53.9844123241795,14.52
141,11,2021-01-02 11:15:00,1614,1710,4064,3151,52.15,56.7886681800984,53.9844123241795,14.52
142,11,2021-01-02 11:30:00,1520,1607,4246,3251,52.15,59.9711710897798,53.9844123241795,21.08
143,11,2021-01-02 11:45:00,1427,1547,4377,3396,52.15,59.4706893792157,53.9844123241795,25.24
144,12,2021-01-02 12:00:00,1339,1440,4463,3499,55.95,61.1575702323069,56.2421850495019,33.82
145,12,2021-01-02 12:15:00,1266,1419,4493,3625,55.95,58.8500881410256,56.2421850495019,29.27
146,12,2021-01-02 12:30:00,1212,1381,4459,3694,55.95,56.9199911126911,56.2421850495019,41.5
147,12,2021-01-02 12:45:00,1182,1374,4368,3516,55.95,55.1997789973302,56.2421850495019,83.5
148,13,2021-01-02 13:00:00,1168,1370,4231,3505,52.0,57.4448559866698,54.2200685564253,94.07
149,13,2021-01-02 13:15:00,1155,1382,4041,3257,52.0,57.3840453271597,54.2200685564253,83.5
150,13,2021-01-02 13:30:00,1139,1358,3797,3067,52.0,55.296751807791,54.2200685564253,73.06
151,13,2021-01-02 13:45:00,1134,1317,3505,2835,52.0,55.1164464454976,54.2200685564253,72.9
152,14,2021-01-02 14:00:00,1132,1250,3178,2456,50.69,58.1554362788632,55.7401911289439,70.93
153,14,2021-01-02 14:15:00,1136,1231,2819,2061,50.69,64.4203557266154,55.7401911289439,78.09
154,14,2021-01-02 14:30:00,1167,1276,2418,1774,50.69,65.9556901082729,55.7401911289439,88.03
155,14,2021-01-02 14:45:00,1198,1304,1986,1310,50.69,64.7229169833629,55.7401911289439,-16.19
156,15,2021-01-02 15:00:00,1225,1430,1554,1003,53.45,51.3140389751706,55.8669092480228,32.51
157,15,2021-01-02 15:15:00,1337,1520,1133,737,53.45,54.1249905083316,55.8669092480228,37.49
158,15,2021-01-02 15:30:00,1443,1662,734,433,53.45,55.7426936509358,55.8669092480228,-9.72
159,15,2021-01-02 15:45:00,1551,1844,390,234,53.45,56.7536461246955,55.8669092480228,43.24
160,16,2021-01-02 16:00:00,1646,2102,158,98,59.99,41.9622632651253,57.543904480848,22.0
161,16,2021-01-02 16:15:00,1801,2268,40,27,59.99,54.947234090398,57.543904480848,18.29
162,16,2021-01-02 16:30:00,1946,2435,4,2,59.99,57.4283002010275,57.543904480848,64.24
163,16,2021-01-02 16:45:00,2088,2603,0,0,59.99,63.540816542015,57.543904480848,-18.39
164,17,2021-01-02 17:00:00,2237,2777,0,0,62.0,51.3186281721221,62.220612947891,72.27
165,17,2021-01-02 17:15:00,2379,2929,0,0,62.0,60.5324495052189,62.220612947891,71.38
166,17,2021-01-02 17:30:00,2502,2997,0,0,62.0,64.2637846041768,62.220612947891,68.11
167,17,2021-01-02 17:45:00,2626,3119,0,0,62.0,64.5243071282217,62.220612947891,32.63
168,18,2021-01-02 18:00:00,2743,3252,0,0,63.08,68.5130208333333,61.8038971491873,18.29
169,18,2021-01-02 18:15:00,2848,3481,0,0,63.08,60.3576890471346,61.8038971491873,16.99
170,18,2021-01-02 18:30:00,2930,3594,0,0,63.08,58.1055450980392,61.8038971491873,16.19
171,18,2021-01-02 18:45:00,2982,3765,0,0,63.08,50.0587746371276,61.8038971491873,18.29
172,19,2021-01-02 19:00:00,3023,3984,0,0,62.17,66.2140326340326,60.86234858143,32.74
173,19,2021-01-02 19:15:00,3070,4303,0,0,62.17,54.7668850558052,60.86234858143,89.05
174,19,2021-01-02 19:30:00,3127,4423,0,0,62.17,56.3085298229264,60.86234858143,17.05
175,19,2021-01-02 19:45:00,3194,4595,0,0,62.17,44.7859972165721,60.86234858143,15.49
176,20,2021-01-02 20:00:00,3266,4800,0,0,60.03,63.2014231032126,56.74095583174,30.23
177,20,2021-01-02 20:15:00,3332,4964,0,0,60.03,58.5147679892401,56.74095583174,13.54
178,20,2021-01-02 20:30:00,3414,5215,0,0,60.03,53.7424845932621,56.74095583174,10.14
179,20,2021-01-02 20:45:00,3499,5329,0,0,60.03,40.1926080781181,56.74095583174,6.21
180,21,2021-01-02 21:00:00,3585,5383,0,0,55.03,57.6379940906106,51.7948124327765,6.76
181,21,2021-01-02 21:15:00,3698,5530,0,0,55.03,54.9209699694877,51.7948124327765,30.29
182,21,2021-01-02 21:30:00,3813,5640,0,0,55.03,46.6617360147943,51.7948124327765,16.81
183,21,2021-01-02 21:45:00,3930,5717,0,0,55.03,38.1405390208434,51.7948124327765,11.58
184,22,2021-01-02 22:00:00,4035,5869,0,0,52.25,57.841998890276,47.8801498461844,28.43
185,22,2021-01-02 22:15:00,4170,6141,0,0,52.25,44.2385265775567,47.8801498461844,27.05
186,22,2021-01-02 22:30:00,4307,6319,0,0,52.25,44.4783748262353,47.8801498461844,-1.02
187,22,2021-01-02 22:45:00,4453,6556,0,0,52.25,33.6887526862464,47.8801498461844,-0.71
188,23,2021-01-02 23:00:00,4600,6790,0,0,48.45,41.8615911682388,41.16507140968,16.8
189,23,2021-01-02 23:15:00,4732,7110,0,0,48.45,37.7886639615269,41.16507140968,14.27
190,23,2021-01-02 23:30:00,4886,7569,0,0,48.45,32.6509744800654,41.16507140968,-2.07
191,23,2021-01-02 23:45:00,5041,8017,0,0,48.45,29.5882514840799,41.16507140968,-94.13
192,0,2021-01-03 00:00:00,7088,8464,0,0,46.11,45.4186675060329,40.4044831631429,-107.57
193,0,2021-01-03 00:15:00,7309,8810,0,0,46.11,40.8298750425991,40.4044831631429,15.15
194,0,2021-01-03 00:30:00,7528,9156,0,0,46.11,34.1386379482072,40.4044831631429,-68.86
195,0,2021-01-03 00:45:00,7737,9433,0,0,46.11,31.7809996460177,40.4044831631429,-5.85
196,1,2021-01-03 01:00:00,7946,9525,0,0,43.0,35.223907142266,41.4012566981063,8.32
197,1,2021-01-03 01:15:00,8171,9654,0,0,43.0,34.1819414625195,41.4012566981063,-13.88
198,1,2021-01-03 01:30:00,8398,9917,0,0,43.0,43.4445170401054,41.4012566981063,-6.85
199,1,2021-01-03 01:45:00,8628,10154,0,0,43.0,33.007315953577,41.4012566981063,-26.11
200,2,2021-01-03 02:00:00,8872,10515,0,0,39.55,36.4182226980728,35.7789363902341,-11.11
201,2,2021-01-03 02:15:00,9104,10908,0,0,39.55,33.3154620712958,35.7789363902341,-9.2
202,2,2021-01-03 02:30:00,9342,11253,0,0,39.55,26.7748056478405,35.7789363902341,-32.18
203,2,2021-01-03 02:45:00,9588,11431,0,0,39.55,25.3020107101874,35.7789363902341,-21.7
204,3,2021-01-03 03:00:00,9835,11985,0,0,35.18,30.3094986040019,30.3490309719563,6.55
205,3,2021-01-03 03:15:00,10145,12222,0,0,35.18,32.7909346951408,30.3490309719563,-16.12
206,3,2021-01-03 03:30:00,10456,12281,0,0,35.18,23.1129119022869,30.3490309719563,-7.53
207,3,2021-01-03 03:45:00,10771,12702,0,0,35.18,24.1439240506329,30.3490309719563,-25.67
208,4,2021-01-03 04:00:00,11087,13073,0,0,33.45,34.8584202266783,28.26920602927,-7.87
209,4,2021-01-03 04:15:00,11435,13386,0,0,33.45,36.9181651376147,28.26920602927,-4.78
210,4,2021-01-03 04:30:00,11782,13736,0,0,33.45,27.6491905970349,28.26920602927,-5.48
211,4,2021-01-03 04:45:00,12138,13981,0,0,33.45,8.98594364767103,28.26920602927,-23.89
212,5,2021-01-03 05:00:00,12497,14282,0,0,32.37,42.3622345452792,26.3944624132998,-32.64
213,5,2021-01-03 05:15:00,12939,14861,0,0,32.37,33.3933929856115,26.3944624132998,-31.44
214,5,2021-01-03 05:30:00,13365,15511,0,0,32.37,18.3684009981764,26.3944624132998,-32.75
215,5,2021-01-03 05:45:00,13877,16023,0,0,32.37,-26.3917941657985,26.3944624132998,-71.42
216,6,2021-01-03 06:00:00,14439,16820,0,0,31.7,21.38364333163,20.6246848596484,25.97
217,6,2021-01-03 06:15:00,14883,17060,0,0,31.7,18.8694877019357,20.6246848596484,29.25
218,6,2021-01-03 06:30:00,15256,17377,0,0,31.7,9.07629233314948,20.6246848596484,56.3
219,6,2021-01-03 06:45:00,15564,17406,0,0,31.7,0.4795078573445,20.6246848596484,-18.58
220,7,2021-01-03 07:00:00,15862,17581,0,0,32.63,29.8952916393596,22.8210275793321,42.41
221,7,2021-01-03 07:15:00,16194,18305,0,0,32.63,18.3236415672364,22.8210275793321,40.59
222,7,2021-01-03 07:30:00,16490,18711,0,0,32.63,30.0786165975778,22.8210275793321,44.01
223,7,2021-01-03 07:45:00,16837,18818,0,0,32.63,30.6363381473542,22.8210275793321,46.38
224,8,2021-01-03 08:00:00,17146,18710,3,4,36.9,39.5487306991844,35.1637615327072,65.52
225,8,2021-01-03 08:15:00,17439,19071,26,29,36.9,31.2052519064068,35.1637615327072,58.75
226,8,2021-01-03 08:30:00,17688,19282,85,97,36.9,42.0530812868017,35.1637615327072,58.76
227,8,2021-01-03 08:45:00,17968,19663,191,213,36.9,48.3954279347106,35.1637615327072,4.27
228,9,2021-01-03 09:00:00,18262,19652,324,380,36.96,28.487613739078,35.3306613050922,-10.52
229,9,2021-01-03 09:15:00,18474,19760,497,524,36.96,34.3521993188743,35.3306613050922,24.83
230,9,2021-01-03 09:30:00,18632,20199,687,718,36.96,39.6344152572868,35.3306613050922,89.56
231,9,2021-01-03 09:45:00,18750,20433,888,776,36.96,42.6747184527584,35.3306613050922,27.64
232,10,2021-01-03 10:00:00,18875,20173,1089,915,36.96,32.7675743776563,36.1870321067993,31.82
233,10,2021-01-03 10:15:00,19059,20385,1281,1133,36.96,38.2779257429448,36.1870321067993,15.29
234,10,2021-01-03 10:30:00,19243,20409,1450,1145,36.96,41.0929171105902,36.1870321067993,15.56
235,10,2021-01-03 10:45:00,19437,20469,1598,1250,36.96,44.802532942899,36.1870321067993,12.99
236,11,2021-01-03 11:00:00,19631,20435,1725,1333,43.72,35.3095523284927,41.1491330356632,15.33
237,11,2021-01-03 11:15:00,19809,20829,1826,1382,43.72,44.9825461655442,41.1491330356632,105.71
238,11,2021-01-03 11:30:00,20012,20851,1898,1413,43.72,45.1250284941563,41.1491330356632,87.6
239,11,2021-01-03 11:45:00,20202,21237,1945,1475,43.72,45.6834929785662,41.1491330356632,81.02
240,12,2021-01-03 12:00:00,20390,21467,1973,1504,47.71,52.7439118753358,46.8609920080067,82.96
241,12,2021-01-03 12:15:00,20584,21544,1980,1511,47.71,51.0782995396219,46.8609920080067,22.29
242,12,2021-01-03 12:30:00,20810,21753,1961,1479,47.71,53.2966874130483,46.8609920080067,83.23
243,12,2021-01-03 12:45:00,21080,22174,1915,1428,47.71,45.9723654031869,46.8609920080067,59.72
244,13,2021-01-03 13:00:00,21340,21687,1847,1387,40.41,48.729571785893,43.8798817000351,82.68
245,13,2021-01-03 13:15:00,21605,21731,1754,1350,40.41,47.0247315027729,43.8798817000351,58.53
246,13,2021-01-03 13:30:00,21827,21597,1637,1243,40.41,43.7413472144063,43.8798817000351,60.27
247,13,2021-01-03 13:45:00,22017,21824,1502,1133,40.41,40.8535395424557,43.8798817000351,60.97
248,14,2021-01-03 14:00:00,22188,21572,1355,1039,39.66,49.9586962349214,44.1337804830415,68.78
249,14,2021-01-03 14:15:00,22393,21608,1201,926,39.66,51.6729510847595,44.1337804830415,66.56
250,14,2021-01-03 14:30:00,22561,21597,1034,774,39.66,48.3645568200032,44.1337804830415,61.3
251,14,2021-01-03 14:45:00,22739,21928,850,629,39.66,46.700153256705,44.1337804830415,68.26
252,15,2021-01-03 15:00:00,22909,21863,661,471,39.57,39.3194255033557,40.9321828366671,66.09
253,15,2021-01-03 15:15:00,23150,22084,482,336,39.57,37.6291339036026,40.9321828366671,51.59
254,15,2021-01-03 15:30:00,23386,22231,320,223,39.57,41.0015608252947,40.9321828366671,64.12
255,15,2021-01-03 15:45:00,23628,22112,189,138,39.57,42.5352139985812,40.9321828366671,68.31
256,16,2021-01-03 16:00:00,23867,21924,89,75,36.11,40.0136754884986,45.4355801051865,64.12
257,16,2021-01-03 16:15:00,24048,21859,26,23,36.11,41.7696658896659,45.4355801051865,68.9
258,16,2021-01-03 16:30:00,24226,22142,3,3,36.11,53.9555342230547,45.4355801051865,128.77
259,16,2021-01-03 16:45:00,24391,22199,0,0,36.11,57.6891160253402,45.4355801051865,177.77
260,17,2021-01-03 17:00:00,24559,22062,0,0,45.04,45.212629369352896,52.829843098737,92.15
261,17,2021-01-03 17:15:00,24655,22171,0,0,45.04,57.1669653666766,52.829843098737,133.29
262,17,2021-01-03 17:30:00,24772,22128,0,0,45.04,60.2430129419192,52.829843098737,126.94
263,17,2021-01-03 17:45:00,24887,22227,0,0,45.04,64.3408207897401,52.829843098737,112.46
264,18,2021-01-03 18:00:00,25005,21918,0,0,52.56,77.3319586267606,61.3755427214273,116.86
265,18,2021-01-03 18:15:00,25115,22131,0,0,52.56,70.1548518627163,61.3755427214273,105.19
266,18,2021-01-03 18:30:00,25237,22059,0,0,52.56,72.0224415633576,61.3755427214273,113.84
267,18,2021-01-03 18:45:00,25389,22313,0,0,52.56,73.8096782909736,61.3755427214273,121.44
